Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,mexicano
Who Wants to Be a Millionaire: 3rd Edition,DS,2010,Misc,Ubisoft,0.04,0,0,0,0.04,,,,,Ludia Inc.,E,true
Point Blank 2,PS,1998,Shooter,Namco Bandai Games,0.02,0.02,0,0,0.04,,,,,,,true
Saru! Get You! Pipo Saru Senki,PSP,2009,Role-Playing,Sony Computer Entertainment,0,0,0.04,0,0.04,,,,,,,true
Men of War: Vietnam,PC,2011,Strategy,Unknown,0,0.03,0,0.01,0.04,68,19,4.9,35,Best Way,T,true
J.League Pro Soccer Club o Tsukurou! 8 Euro Plus,PSP,2013,Sports,Sega,0,0,0.04,0,0.04,,,,,,,true
Imperial Glory,PC,2005,Strategy,Eidos Interactive,0,0.04,0,0,0.04,69,28,8.4,73,Pyro Studios,T,true
Imabikisou,PS3,2007,Adventure,Sega,0,0,0.04,0,0.04,,,,,,,true
Hakuouki: Reimeiroku Portable,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,,true
Sega Ages 2500 Series Vol. 33: Fantasy Zone Complete Collection,PS2,2008,Shooter,Sega,0,0,0.04,0,0.04,,,,,,,true
Antz Extreme Racing,PS2,2002,Racing,Empire Interactive,0.02,0.02,0,0.01,0.04,31,5,5,8,Empire Interactive,E,true
Motto TOEIC Test DS Training,DS,2008,Misc,IE Institute,0,0,0.04,0,0.04,,,,,,,true
Super Robot Gakuen,DS,2009,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Atelier Iris 3: Grand Phantasm (JP Sales),PS2,2006,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,,,,,,,true
Ape Escape,PS3,2010,Platform,Sony Computer Entertainment,0,0.03,0,0.01,0.04,,,,,,,true
Jojo's Fashion Show: Design in a Dash!,DS,2009,Simulation,Ubisoft,0.04,0,0,0,0.04,,,,,,,true
Mike Tyson Boxing,GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04,44,8,,,Virtucraft,E,true
The Legend of Heroes: Trails in the Sky First Chapter,PS3,2012,Role-Playing,Falcom Corporation,0,0,0.04,0,0.04,,,,,,,true
Go Diego Go!: Safari Rescue,PS2,2008,Action,Take-Two Interactive,0.02,0.02,0,0.01,0.04,,,,,,,true
System 3 presents Ferrari Challenge Trofeo Pirelli,DS,2008,Racing,System 3 Arcade Software,0.03,0,0,0,0.04,,,,,,,true
Samurai Warriors 2: Empires,X360,2007,Action,Tecmo Koei,0.03,0,0.01,0,0.04,53,29,8.5,13,Omega Force,T,true
Metal Slug XX,PSP,2009,Shooter,DHM Interactive,0.03,0,0,0,0.04,67,22,6.1,9,SNK Playmore,T,true
Clannad,PS2,2006,Adventure,Interchannel,0,0,0.04,0,0.04,,,,,,,true
Patrician IV,PC,2010,Strategy,Kalypso Media,0.03,0,0,0,0.04,66,18,6.4,34,Gaming Minds Studios,E,true
Katekyoo Hitman Reborn! Battle Arena 2 - Spirits Burst,PSP,2009,Fighting,Marvelous Interactive,0,0,0.04,0,0.04,,,,,,,true
Fisherman's Challenge,PS2,2003,Sports,Konami Digital Entertainment,0.02,0.02,0,0.01,0.04,67,7,7.5,4,Konami,E,true
Mission: Impossible - Operation Surma,GBA,2003,Platform,Atari,0.03,0.01,0,0,0.04,42,16,,,M4 Limited,T,true
Akko ni Omakase! Brain Shock,DS,2006,Misc,Taito,0,0,0.04,0,0.04,,,,,,,true
Platinum Sudoku,DS,2007,Puzzle,Ubisoft,0.03,0.01,0,0,0.04,,,,,Gameloft,E,true
Resident Evil: Revelations,PC,2013,Action,Capcom,0,0.04,0,0,0.04,77,12,7,342,Capcom,M,true
King of Fighters: Maximum Impact Regulation A,PS2,2007,Fighting,SNK Playmore,0,0,0.04,0,0.04,,,,,,,true
Date A Live: Rine Utopia,PS3,2013,Adventure,Compile Heart,0,0,0.04,0,0.04,,,,,,,true
Durarara!! 3way Standoff: Alley,PSP,2011,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,,,,,,,true
Gummy Bears Mini Golf,Wii,2010,Sports,Unknown,0.04,0,0,0,0.04,,,,,,,true
The Da Vinci Code,XB,2006,Action,Take-Two Interactive,0.03,0.01,0,0,0.04,52,34,2.8,5,Double Helix Games,T,true
Monster Band,DS,2008,Misc,Tivola,0.04,0,0,0,0.04,,,,,Novarama,E,true
Famicom Mini: Clu Clu Land,GBA,2004,Puzzle,Nintendo,0,0,0.04,0,0.04,,,,,,,true
Super Black Bass Fishing,DS,2005,Sports,Majesco Entertainment,0.04,0,0,0,0.04,35,6,,,Starfish,E,true
Sacred Blaze,PS2,2009,Strategy,Flight-Plan,0,0,0.04,0,0.04,,,,,,,true
Painkiller: Hell & Damnation,PS3,2013,Shooter,Nordic Games,0.02,0.01,0,0.01,0.04,,,,,,,true
Rollin' Rascals,DS,2009,Puzzle,Rising Star Games,0.04,0,0,0,0.04,,,,,Hoget,E,true
Haneru no Tobira DS: Tanshuku Tetsudou no Yoru,DS,2007,Misc,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Pure Pinball,XB,2004,Misc,XS Games,0.03,0.01,0,0,0.04,68,11,8.5,6,Iridon Interactive AB,E,true
Thoroughbred Breeder II Plus,PS,1995,Simulation,Hect,0,0,0.04,0,0.04,,,,,,,true
Hanaoni: Koisomeru Koku - Eikyuu no Shirushi,PSP,2011,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,,true
Zac to Ombra: Maboroshi no Yuuenchi,DS,2010,Adventure,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,true
Shadow of the Colossus,PS3,2011,Action,Sony Computer Entertainment,0,0,0.04,0,0.04,,,8.4,72,Bluepoint Games,T,true
Phantom Breaker,X360,2011,Fighting,5pb,0.02,0,0.02,0,0.04,,,,,Delta Factory,T,true
Daikaijuu Battle: Ultra Coliseum DX - Ultra Senshi Daishuuketsu,Wii,2010,Fighting,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
BlazBlue: Chrono Phantasma Extend,PS3,2015,Action,PQube,0,0,0.04,0,0.04,,,8.3,10,Arc System Works,T,true
Valhalla Knights 2: Battle Stance,PSP,2009,Role-Playing,Marvelous Interactive,0,0,0.04,0,0.04,,,,,K2,E10+,true
Yuki Yuna is a Hero: Memory of the Forest,PSV,2015,Action,FuRyu,0,0,0.04,0,0.04,,,,,,,true
99 no Namida,DS,2008,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Cyber Troopers Virtual-On Marz,PS2,2003,Fighting,Sega,0.02,0.01,0,0,0.04,,,,,,,true
Ookami to Koushinryou: Boku to Horo no Ichinen,DS,2008,Adventure,ASCII Media Works,0,0,0.04,0,0.04,,,,,,,true
Clannad,PSP,2008,Adventure,Prototype,0,0,0.04,0,0.04,,,,,,,true
Headhunter: Redemption,PS2,2004,Action,Sega,0.02,0.01,0,0,0.04,62,29,6.7,7,Amuze,M,true
Stuntman,GBA,2003,Racing,Atari,0.03,0.01,0,0,0.04,77,8,,,Atari,E,true
The Chase: Felix Meets Felicity,DS,2009,Action,Atari,0.04,0,0,0,0.04,59,9,,,Razorback Developments,E,true
Time Travelers,3DS,2012,Adventure,Unknown,0,0,0.04,0,0.04,,,,,,,true
WSC Real 11: World Snooker Championship,X360,2011,Sports,Koch Media,0,0.03,0,0,0.04,,,,,,,true
Dead Rising,PS4,2016,Action,Capcom,0.02,0,0.01,0.01,0.04,78,6,6.6,30,Capcom,M,true
Luxor: Pharaoh's Challenge,Wii,N/A,Puzzle,Funsta,0.01,0.02,0,0,0.04,,,,,MumboJumbo,E,true
Grand Theft Auto: Vice City,PC,2003,Action,Take-Two Interactive,0,0.03,0,0.01,0.04,94,30,8.8,1520,Rockstar North,M,true
Doraemon: Shin Nobita no Nihon Tanjou,3DS,2016,Misc,FuRyu,0,0,0.04,0,0.04,,,,,,,true
Syndicate Wars,PS,1997,Strategy,Electronic Arts,0.02,0.01,0,0,0.04,,,,,,,true
Sonic PC Collection,PC,2009,Misc,Sega,0,0.04,0,0,0.04,,,,,,,true
Surf's Up,PS3,2007,Sports,Ubisoft,0.03,0,0,0,0.04,59,8,5.1,7,Ubisoft Montreal,E10+,true
DuckTales: Remastered,X360,2013,Action,Capcom,0.03,0,0,0,0.04,,,,,,,true
Draglade (JP sales),DS,2007,Fighting,505 Games,0,0,0.04,0,0.04,,,,,,,true
Herc's Adventures,PS,1997,Action,Virgin Interactive,0.02,0.01,0,0,0.04,,,,,,,true
Tiger Woods PGA Tour Golf,GBA,2002,Sports,Ubisoft,0.03,0.01,0,0,0.04,,,,,Rebellion,E,true
SWAT: Target Liberty,PSP,2007,Shooter,Vivendi Games,0.03,0,0,0,0.04,50,26,7.7,9,3G Studios,T,true
Twin Strike: Operation Thunder,Wii,2008,Shooter,Zoo Games,0.04,0,0,0,0.04,50,7,8.3,6,Naps Team,E10+,true
CSI: Fatal Conspiracy,PC,2010,Adventure,Ubisoft,0,0.03,0,0.01,0.04,47,5,5.5,6,Telltale Games,M,true
Bomberman: Act Zero,X360,2006,Puzzle,Konami Digital Entertainment,0.04,0,0,0,0.04,34,41,2.2,42,Hudson,T,true
All Points Bulletin,PC,2010,Role-Playing,Electronic Arts,0,0.03,0,0.01,0.04,,,,,,,true
Empire Earth III,PC,2007,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,50,40,2.8,53,Mad Doc Software,T,true
Astro Boy: The Video Game,PSP,2009,Action,D3Publisher,0.04,0,0,0,0.04,60,6,,,High Voltage Software,E10+,true
The Sims 4: Spa Day,PC,2015,Simulation,Electronic Arts,0,0.04,0,0,0.04,,,7.6,26,Maxis,T,true
Hannspree Ten Kate Honda: SBK Superbike World Championship,PSP,2007,Racing,Black Bean Games,0.03,0,0,0,0.04,,,,,Milestone S.r.l,E10+,true
Game of Thrones (Telltale),PS3,2015,Adventure,Telltale Games,0.02,0.02,0,0.01,0.04,,,,,,,true
Resident Evil: Operation Raccoon City,PC,2012,Action,Capcom,0,0.03,0,0.01,0.04,48,8,3.8,188,Slant Six,M,true
Hyperdimension Neptunia Victory II,PS4,2015,Role-Playing,Idea Factory International,0,0,0.04,0,0.04,,,,,,,true
Free Running,Wii,2009,Sports,Reef Entertainment,0.02,0.02,0,0,0.04,,,,,Rebellion,T,true
Tsurugi no Machi no Ihoujin: Kuro no Kyuuden,PSV,2015,Role-Playing,Experience Inc.,0,0,0.04,0,0.04,,,,,,,true
Dreamfall: The Longest Journey,XB,2006,Adventure,Empire Interactive,0.03,0.01,0,0,0.04,73,42,8.8,24,Funcom,M,true
Tokimeki Mahjong Paradise: Koi no Tenpai Beat,SAT,1995,Misc,Sonnet,0,0,0.04,0,0.04,,,,,,,true
Blue Roses: Yousei to Aoi Hitomi no Senshitachi,PSP,2010,Adventure,Nippon Ichi Software,0,0,0.04,0,0.04,,,,,,,true
Kidou Gekidan Haro Ichiza Gundam Mahjong DS: Oyaji nimo Agarareta koto nai noni!,DS,2005,Misc,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Zatch Bell! Mamodo Fury,GC,2005,Fighting,Namco Bandai Games,0.03,0.01,0,0,0.04,,,,,,,true
JASF: Jane's Advanced Strike Fighters,PC,2011,Simulation,Deep Silver,0.02,0.01,0,0,0.04,48,4,3.1,14,Trickstar Games,T,true
SpongeBob: HeroPants,3DS,2015,Platform,Activision,0.03,0,0,0,0.04,,,,,Activision,E,true
Dora's Big Birthday Adventure,PS2,2010,Misc,Take-Two Interactive,0.02,0.01,0,0,0.04,,,,,2K Play,E,true
PopStar Guitar,PS2,2008,Misc,XS Games,0.02,0.01,0,0,0.04,,,,,XS Games,T,true
NHL Blades of Steel 2000,PS,1999,Sports,Konami Digital Entertainment,0.02,0.01,0,0,0.04,,,,,,,true
Outlaw Volleyball Remixed,PS2,2004,Sports,Global Star,0.02,0.01,0,0,0.04,57,9,,,Hypnotix,M,true
Corpse Party: Blood Covered - Repeated Fear,3DS,2015,Adventure,5pb,0,0,0.04,0,0.04,,,,,,,true
The Adventures of Darwin,PS2,2006,Strategy,Essential Games,0.01,0,0.03,0,0.04,53,10,,,Vingt-et-un Systems,E10+,true
Berserk and the Band of the Hawk,PS4,2016,Action,Tecmo Koei,0,0,0.04,0,0.04,,,,,Omega Force,,true
Just Sing! Vol. 2,DS,2011,Misc,PQube,0,0.03,0,0,0.04,,,,,,,true
Klonoa Heroes: Densetsu no Star Medal,GBA,2002,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Pajama Sam: You are What You Eat From Your Head to Your Feet,PS,2001,Adventure,Infogrames,0.02,0.01,0,0,0.04,,,,,,,true
Metal Gear Solid V: The Definitive Experience,PS4,2016,Action,Konami Digital Entertainment,0.01,0.02,0.01,0,0.04,,,7.8,11,Kojima Productions,M,true
Jewel Quest Mysteries 2: Trail of the Midnight Heart,DS,2011,Puzzle,Unknown,0,0.03,0,0,0.04,,,,,,,true
Brothers In Arms DS,DS,2007,Shooter,Ubisoft,0.03,0,0,0,0.04,72,27,8,25,Gameloft,T,true
Gal Gun: Double Peace,PSV,2015,Action,PQube,0,0.02,0.01,0.01,0.04,,,8.1,10,"Alchemist, Inti Creates",M,true
Warhammer: Dark Omen,PS,1998,Strategy,Electronic Arts,0.02,0.01,0,0,0.04,,,,,,,true
Denki Blocks!,GBA,2001,Puzzle,Rage Software,0.03,0.01,0,0,0.04,,,,,,,true
Mobile Suit Gundam: Mokuba no Kiseki,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Off-Road Drive,PC,2011,Racing,1C Company,0,0.03,0,0,0.04,60,10,6.4,17,Avalon Style,,true
A Ressha de Ikou DS,DS,2009,Simulation,ArtDink,0,0,0.04,0,0.04,,,,,,,true
Harukanaru Toki no Naka de 4: Aizouban,PSP,2010,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,,,,,,,true
Ballistic,PS,1999,Puzzle,Atari,0.02,0.01,0,0,0.04,,,,,,,true
Colin McRae Rally 3,XB,2002,Racing,Codemasters,0.03,0.01,0,0,0.04,86,25,7.4,14,Codemasters,E,true
City Builder,Wii,2010,Misc,Virtual Play Games,0.04,0,0,0,0.04,,,,,Collision Studios,E,true
Don Bradman Cricket 14,XOne,2015,Sports,Tru Blu Entertainment,0,0.04,0,0,0.04,,,,,,,true
Sega Rally 2006,PS2,N/A,Racing,Unknown,0,0,0.04,0,0.04,,,,,,,true
TMNT,DS,2007,Action,Ubisoft,0.03,0.01,0,0,0.04,42,10,2.2,5,Ubisoft Quebec,E10+,true
Gundam Battle Online,DC,2001,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Shonen Jump's One Piece: Grand Adventure,GC,2006,Fighting,Namco Bandai Games,0.03,0.01,0,0,0.04,,,,,,,true
NatGeo Challenge! Wild Life,Wii,2010,Misc,Black Bean Games,0.03,0,0,0,0.04,,,,,,,true
Holly Hobbie & Friends,DS,2007,Misc,Majesco Entertainment,0.04,0,0,0,0.04,,,,,,,true
Stolen,PS2,2005,Action,Hip Interactive,0.02,0.01,0,0,0.04,51,16,7.4,16,Blue 52,T,true
Glacier2,Wii,2009,Racing,Zoo Games,0.04,0,0,0,0.04,,,,,,,true
Gitaroo Man Lives!,PSP,2006,Misc,Tecmo Koei,0.03,0,0,0,0.04,,,,,,,true
Stoked: Big Air Edition,X360,2009,Sports,Namco Bandai Games,0.02,0.02,0,0,0.04,72,21,7.7,16,Bongfish,T,true
Heathcliff! Frantic Foto,DS,2010,Misc,Storm City Games,0.04,0,0,0,0.04,,,,,,,true
Memories Off 6: T-Wave,PS2,2008,Adventure,5pb,0,0,0.04,0,0.04,,,,,,,true
LEGO Jurassic World,PC,2015,Action,Warner Bros. Interactive Entertainment,0,0.04,0,0,0.04,72,8,7.1,31,TT Games,E10+,true
Pro Race Driver,XB,2003,Racing,Codemasters,0.03,0.01,0,0,0.04,80,17,7.5,4,Codemasters,T,true
Famicom Remix Best Choice,3DS,2015,Action,Nintendo,0,0,0.04,0,0.04,,,,,,,true
Ide Yosuke no Mahjong Kazoku,PS,1995,Misc,Seta Corporation,0,0,0.04,0,0.04,,,,,,,true
Jig-A-Pix: Pets,DS,2009,Puzzle,Zushi Games,0.03,0,0,0,0.04,,,,,Frame Studios Interactive,E,true
R-Type Command (correct US sales),PSP,2007,Strategy,Rising Star Games,0.04,0,0,0,0.04,,,,,,,true
Quiz Mobile Gundam: Toi Senshi DX,PSP,2006,Puzzle,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
E.T. The Extra-Terrestrial: Interplanetary Mission,PS,2001,Platform,Ubisoft,0.02,0.01,0,0,0.04,,,,,,,true
Story Hour: Fairy Tales,Wii,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.04,,,,,Other Ocean Interactive,E,true
The Movies,PC,2005,Simulation,Activision,0.01,0.03,0,0.01,0.04,84,62,8.3,131,Lionhead Studios,T,true
Countdown Vampires,PS,1999,Adventure,Namco Bandai Games,0.02,0.01,0,0,0.04,41,6,,,K2 LLC,M,true
Dynasty Warriors Vol. 2 (JP sales),PSP,2006,Action,Tecmo Koei,0,0,0.04,0,0.04,,,,,,,true
Crypt Killer,PS,1997,Shooter,Konami Digital Entertainment,0.02,0.01,0,0,0.04,,,,,,,true
Tokumei Sentai Go-Busters,DS,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Dramatic Soccer Game: Nippon Daihyou Senshu Ninarou!,PS2,2002,Sports,Enix Corporation,0,0,0.04,0,0.04,,,,,,,true
The Idolm@ster: Must Songs - Red Board / Blue Board,PSV,2015,Misc,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
FIFA World Cup Germany 2006,DS,2006,Sports,Electronic Arts,0.03,0,0,0,0.04,71,7,7.2,6,EA Canada,E,true
Train Simulator 2016,PC,2015,Simulation,Unknown,0,0.04,0,0,0.04,,,4,8,Dovetail Games,E,true
PO'ed,PS,1996,Shooter,Time Warner Interactive,0.02,0.01,0,0,0.04,,,,,,,true
Battle Hunter,PS,1999,Strategy,Midas Interactive Entertainment,0.02,0.01,0,0,0.04,,,,,,,true
Wicked Monster Blast!,Wii,2011,Shooter,PQube,0.03,0,0,0,0.04,,,,,,,true
Adidas Power Soccer,PS,1996,Sports,Psygnosis,0.02,0.01,0,0,0.04,,,,,,,true
Supreme Commander: Forged Alliance,PC,2007,Strategy,THQ,0.01,0.02,0,0,0.04,81,35,8.9,219,Gas Powered Games,E10+,true
Darklight Conflict,PS,1997,Simulation,Electronic Arts,0.02,0.01,0,0,0.04,,,,,,,true
Shin Hayarigami,PS3,2014,Adventure,Nippon Ichi Software,0,0,0.04,0,0.04,,,,,,,true
Warriors Orochi 3,XOne,2014,Action,Tecmo Koei,0.01,0.03,0,0,0.04,,,,,,,true
Dragon Ball: Advanced Adventure,GBA,2004,Action,Namco Bandai Games,0.03,0.01,0,0,0.04,75,7,8.5,11,Dimps Corporation,E10+,true
Art of Fighting 3: The Path of the Warrior,NG,1996,Fighting,SNK,0,0,0.04,0,0.04,,,,,,,true
I'm A Celebrity: Get Me Out of Here!,DS,2009,Misc,Mindscape,0,0.04,0,0,0.04,,,,,,,true
The Ripping Friends,GBA,2002,Action,THQ,0.03,0.01,0,0,0.04,38,12,,,Creations,E,true
Konami Arcade Classics,PS,1999,Misc,Konami Digital Entertainment,0.02,0.01,0,0,0.04,,,,,,,true
Hunter x Hunter: Wonder Adventure,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Lost Planet 3,PC,2013,Shooter,Capcom,0,0.04,0,0,0.04,61,17,6.2,210,Spark Unlimited,T,true
Super Army War,GBA,2005,Action,Flashpoint Games,0.03,0.01,0,0,0.04,58,8,,,Atlus Co.,T,true
Ao no Exorcist: Genkoku no Labyrinth,PSP,2012,Action,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Echo Night Beyond,PS2,2004,Adventure,Indie Games,0.02,0.01,0,0,0.04,60,22,8.8,8,From Software,T,true
Meteos: Disney Magic,DS,2007,Puzzle,Disney Interactive Studios,0.01,0.02,0,0,0.04,74,36,6.6,5,Q Entertainment,E,true
Minna no Chizu,PSP,2006,Misc,Zenrin,0,0,0.04,0,0.04,,,,,,,true
Doom II: Hell on Earth,GBA,2002,Shooter,Activision,0.03,0.01,0,0,0.04,,,,,,,true
Taikou Risshiden V,PSP,2009,Strategy,Tecmo Koei,0,0,0.04,0,0.04,,,,,,,true
Jikkyou Powerful Major League,GC,2006,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,true
NASCAR Heat Evolution,XOne,2016,Racing,Dusenberry Martin Racing,0.03,0,0,0,0.04,,,1.6,10,Dusenberry Martin Racing,E,true
Suzumiya Haruhi no Tsuisou,PSP,2011,Adventure,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Beyblade Evolution,3DS,2013,Action,Rising Star Games,0.02,0.01,0,0,0.04,49,7,6.3,4,Rising Star Games,E,true
Ar Nosurge: Ode to an Unborn Star,PSV,2014,Role-Playing,Tecmo Koei,0,0,0.04,0,0.04,,,,,,,true
Evolution Skateboarding,GC,2002,Sports,Konami Digital Entertainment,0.03,0.01,0,0,0.04,44,5,,,KCEO,T,true
Castlevania: Lords of Shadow 2,PC,2014,Action,Konami Digital Entertainment,0.01,0.03,0,0,0.04,58,16,7.7,498,Mercury Steam,M,true
Greg Hastings' Tournament Paintball Max'd,DS,2006,Shooter,Activision,0.03,0,0,0,0.04,39,4,7.4,10,Nightlight Studios,E10+,true
Jikkyou World Soccer 2002,PS2,2002,Sports,Konami Digital Entertainment,0,0,0.04,0,0.04,,,,,,,true
Sleepover Party,Wii,2009,Misc,Ubisoft,0.03,0,0,0,0.04,,,,,,,true
Halo: Combat Evolved,PC,2003,Shooter,Microsoft Game Studios,0.02,0.02,0,0,0.04,83,40,7.4,396,Gearbox Software,M,true
Tenshou Gakuen Gekkouroku,PS2,2006,Adventure,Asmik Ace Entertainment,0,0,0.04,0,0.04,,,,,,,true
Exist Archive: The Other Side of the Sky,PS4,2015,Role-Playing,Aksys Games,0.01,0,0.03,0,0.04,69,13,7.9,16,Tri-Ace,T,true
Ski-Doo Snowmobile Challenge,X360,2009,Racing,Valcon Games,0.03,0,0,0,0.04,,,,,Coldwood Interactive,E,true
Little Red Riding Hood's Zombie BBQ,DS,2008,Shooter,Destineer,0.03,0,0,0,0.04,68,15,7.3,8,EnjoyUp Games,T,true
Aquanaut's Holiday: Kakusareta Kiroku,PS3,2008,Adventure,Sony Computer Entertainment,0,0,0.04,0,0.04,,,,,,,true
Ragnarok Odyssey,PS3,2014,Role-Playing,GungHo,0.03,0,0,0.01,0.04,,,,,,,true
Texas Hold 'Em Poker DS,DS,2005,Misc,Majesco Entertainment,0.03,0,0,0,0.04,,,,,Skyworks Technologies,E,true
Big Mutha Truckers,GBA,2005,Racing,Zoo Digital Publishing,0.03,0.01,0,0,0.04,,,,,,,true
Magical Starsign (JP sales),DS,2006,Role-Playing,Nintendo,0,0,0.04,0,0.04,,,,,,,true
Assassin's Creed Chronicles: China,PS4,2015,Action,Ubisoft,0,0.03,0,0.01,0.04,69,44,6.4,83,"Climax Group, Climax Studios",T,true
DT Carnage,PSP,2009,Racing,Agetec,0.03,0,0,0,0.04,,,,,Axis Entertainment,E10+,true
Worms: Ultimate Mayhem,PC,2011,Strategy,Unknown,0,0.03,0,0,0.04,66,4,7.8,48,Team 17,E10+,true
Rugby 08,PS2,2007,Sports,Electronic Arts,0.02,0.01,0,0,0.04,74,21,7.4,25,EA Canada,E,true
GoPets: Vacation Island,DS,2008,Simulation,Konami Digital Entertainment,0.03,0,0,0,0.04,,,,,1st Playable Productions,E,true
Pia Carrot e Youkoso!! 2.5,DC,2008,Adventure,NEC Interchannel,0,0,0.04,0,0.04,,,,,,,true
Caesar IV,PC,2006,Strategy,Vivendi Games,0,0.03,0,0.01,0.04,74,32,7.6,43,Tilted Mill,E10+,true
Sherlock Holmes: Secret of The Silver Earring,Wii,2010,Adventure,Focus Home Interactive,0,0.03,0,0,0.04,,,,,,,true
Ferrari Challenge Trofeo Pirelli,PS3,2008,Racing,System 3 Arcade Software,0,0.03,0,0.01,0.04,71,37,6.2,26,Eutechnyx,E,true
Cy Girls,PS2,2004,Action,Konami Digital Entertainment,0.02,0.01,0,0,0.04,53,28,8.8,4,KCEJ,M,true
Ray Gigant,PSV,2015,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,72,14,8.1,25,Bandai Namco Games,T,true
APB Reloaded,PC,2011,Role-Playing,Iceberg Interactive,0.02,0.01,0,0,0.04,56,12,5.7,269,"Reloaded Productions, Reloaded Games Inc.",M,true
The Sum of All Fears,GBA,2002,Shooter,Ubisoft,0.03,0.01,0,0,0.04,69,8,,,Red Storm Entertainment,T,true
Da Capo I & II Plus Situation Portable,PSP,2010,Adventure,Kadokawa Shoten,0,0,0.04,0,0.04,,,,,,,true
Winning Post 8,PSV,2014,Racing,Tecmo Koei,0,0,0.04,0,0.04,,,,,,,true
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 5: Shinseiki Evangelion - Tamashii no Kiseki,DS,2010,Misc,D3Publisher,0,0,0.04,0,0.04,,,,,,,true
Bubble Bobble Double Shot,DS,2007,Puzzle,Rising Star Games,0.03,0,0,0,0.04,50,12,4.8,4,Marvelous Entertainment,E,true
Bionicle Heroes,Wii,2007,Shooter,Eidos Interactive,0.03,0,0,0,0.04,52,7,5.8,5,Traveller's Tales,E10+,true
Harry Potter and the Order of the Phoenix,PC,2007,Action,Electronic Arts,0,0.03,0,0,0.04,63,11,7.1,34,EA Games,E10+,true
Minority Report: Everybody Runs,GBA,2002,Action,Activision,0.03,0.01,0,0,0.04,54,8,,,Torus Games,T,true
Monster Hunter Frontier Online: Season 9.0,X360,2010,Role-Playing,Capcom,0,0,0.04,0,0.04,,,,,,,true
C.O.R.E.,DS,2009,Shooter,Graffiti,0.03,0,0,0,0.04,44,16,6.9,19,NoWay Studio,M,true
Garfield: The Search for Pooky,GBA,2003,Platform,Game Factory,0.03,0.01,0,0,0.04,,,,,,,true
Galaxy Fight,SAT,1994,Fighting,Sunsoft,0,0,0.04,0,0.04,,,,,,,true
Super Hero Generation,PSV,2014,Role-Playing,Namco Bandai Games,0,0,0.04,0,0.04,,,,,,,true
Chaos Wars,PS2,2006,Strategy,Idea Factory,0,0,0.04,0,0.04,64,9,6.9,9,Idea Factory,T,true
Steambot Chronicles,PS2,2005,Role-Playing,505 Games,0.02,0.01,0,0,0.04,74,35,8.2,17,Irem,T,true
Mr. Driller,PS,1999,Puzzle,Namco Bandai Games,0.02,0.01,0,0,0.04,,,,,,,true
Toki no Kizuna: Sekigahara Kitan,PSP,2012,Action,Idea Factory,0,0,0.04,0,0.04,,,,,,,true
Norn9: Norn + Nonette,PSP,2013,Adventure,Idea Factory,0,0,0.04,0,0.04,,,,,,,true
Simple DS Series Vol. 15: The Kanshikikan 2 - Aratanaru 8-tsu no Jiken wo Touch seyo,DS,2007,Adventure,D3Publisher,0,0,0.04,0,0.04,,,,,,,true
Gumby vs. the Astrobots,GBA,2005,Action,Namco Bandai Games,0.03,0.01,0,0,0.04,63,4,,,Torus Games,E,true
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 13: Shinseiki Evangelion - Yakusoku no Toki,PS2,2008,Misc,D3Publisher,0,0,0.04,0,0.04,,,,,,,true
Scaler,GC,2004,Platform,Take-Two Interactive,0.03,0.01,0,0,0.04,69,11,7.3,8,Artificial Mind and Movement,E,true
