Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,elements
Fushigi? Kagaku: Nazotoki Quiz Training - NazoTore,DS,2008,Misc,Benesse,0,0,0.05,0,0.05,,,,,,,undefined
BeatMania IIDX 4th Style: New Songs Collection,PS2,2001,Simulation,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
G1 Grand Prix,3DS,2012,Action,Genki,0,0,0.05,0,0.05,,,,,,,undefined
Resident Evil 4 HD,PS4,2016,Shooter,Capcom,0.04,0,0,0.01,0.05,,,,,,,undefined
Impossible Mission,PSP,2007,Platform,System 3 Arcade Software,0,0.04,0,0.01,0.05,,,,,,,undefined
Around the World in 80 Days,GBA,2004,Action,Hip Interactive,0.03,0.01,0,0,0.05,40,9,,,Saffire,E,undefined
Houkago Shounen,DS,2008,Misc,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Fishdom,DS,2011,Puzzle,Atari,0.05,0,0,0,0.05,,,,,Playrix Entertainment,E,undefined
Classic Dungeon X2,PSP,2011,Role-Playing,Nippon Ichi Software,0,0,0.05,0,0.05,,,,,,,undefined
Whirl Tour,GC,2002,Sports,Vivendi Games,0.04,0.01,0,0,0.05,61,10,9,4,Papaya Studios,E,undefined
Pinball Tycoon,GBA,2002,Misc,Ignition Entertainment,0.03,0.01,0,0,0.05,,,,,Ignition Entertainment,E,undefined
Grand Ages: Medieval,PC,2015,Strategy,Kalypso Media,0,0.05,0,0,0.05,63,11,5.4,52,Gaming Minds Studios,T,undefined
Major League Baseball 2K11,PS2,2011,Sports,Take-Two Interactive,0.02,0.02,0,0.01,0.05,,,,,Visual Concepts,E,undefined
Cartoon Network Block Party,GBA,2004,Misc,Majesco Entertainment,0.03,0.01,0,0,0.05,52,4,,,One Man Band,E,undefined
Power Spike Pro Beach Volleyball,PS,2000,Sports,Infogrames,0.03,0.02,0,0,0.05,48,10,,,Carapace,E,undefined
White Album: Tsuzurareru Fuyu no Omoide,PS3,2010,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,,undefined
Harukanaru Toki no Naka de: Yumenoukihashi,DS,2008,Adventure,Tecmo Koei,0,0,0.05,0,0.05,,,,,,,undefined
Shinseiki Evangelion- Eva: Yukai na Nakama Tachi,PS,1998,Misc,Gainax Network Systems,0,0,0.05,0,0.05,,,,,,,undefined
SD Gundam: Scad Hammers,Wii,2006,Strategy,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Spitfire Heroes: Tales of the Royal Air Force,DS,2008,Simulation,Destineer,0.05,0,0,0,0.05,49,10,,,Big John Games,E10+,undefined
Super Bust-A-Move,GBA,2001,Puzzle,Ubisoft,0.03,0.01,0,0,0.05,77,9,,,Taito Corporation,E,undefined
Saints Row: Gat out of Hell,PS4,2015,Action,Deep Silver,0,0.04,0,0.01,0.05,64,45,5.7,98,Volition Inc.,M,undefined
ZooCube,GBA,2002,Puzzle,Acclaim Entertainment,0.03,0.01,0,0,0.05,71,11,,,PuzzleKings,E,undefined
Stunt GP,PS2,2001,Racing,Titus,0.02,0.02,0,0.01,0.05,49,8,8.1,9,Team 17,E,undefined
D.Gray-man: Kami no Shitotachi,DS,2007,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Strikers 1945,SAT,1996,Shooter,Atlus,0,0,0.05,0,0.05,,,,,,,undefined
NBA 2K,DC,1999,Sports,Sega,0,0,0.05,0,0.05,,,,,,,undefined
Super Jinsei Game 2,SNES,1995,Misc,Takara,0,0,0.05,0,0.05,,,,,,,undefined
World Series of Poker,GC,2005,Misc,Activision Value,0.04,0.01,0,0,0.05,44,5,,,Activision,E10+,undefined
Jikkyou Oshaberi Parodius,SNES,1995,Shooter,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Plants vs. Zombies: Garden Warfare 2,PC,2016,Shooter,Electronic Arts,0,0.04,0,0,0.05,82,6,7.5,44,PopCap,E10+,undefined
J-League Winning Eleven 2010: Club Championship,PS2,2010,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Johnny Bazookatone,PS,1995,Platform,U.S. Gold,0.03,0.02,0,0,0.05,,,,,,,undefined
Reign of Fire,GBA,2002,Shooter,BAM! Entertainment,0.03,0.01,0,0,0.05,61,9,,,Crawfish Interactive,T,undefined
Koihime Musou,PS2,2008,Adventure,Yeti,0,0,0.05,0,0.05,,,,,,,undefined
Nicktoons: Attack of the Toybots,DS,2007,Platform,THQ,0.04,0,0,0,0.05,54,4,,,Natsume,E,undefined
Singularity,PC,2010,Shooter,Mastertronic,0,0.04,0,0.01,0.05,76,36,7.7,326,Raven Software,M,undefined
NASCAR Heat Evolution,PS4,2016,Racing,Dusenberry Martin Racing,0.04,0,0,0.01,0.05,66,8,3.8,18,Dusenberry Martin Racing,E,undefined
Cartoon Network Racing,DS,2006,Action,Game Factory,0.04,0,0,0,0.05,55,13,,,Firebrand Games,E,undefined
Ms Saga: A New Dawn,PS2,2005,Role-Playing,Namco Bandai Games,0.02,0.02,0,0.01,0.05,65,27,8.6,15,Bandai,E10+,undefined
Kekkon Zenya,SAT,1995,Adventure,Shogakukan,0,0,0.05,0,0.05,,,,,,,undefined
Child of Light,PS4,2014,Role-Playing,Ubisoft,0,0.01,0.04,0,0.05,82,46,8,451,Ubisoft Montreal,E10+,undefined
Finny the Fish & the Seven Waters,PS2,2004,Sports,Sony Computer Entertainment,0.02,0.02,0,0.01,0.05,,,,,,,undefined
The Grim Adventures of Billy & Mandy,Wii,2006,Action,Midway Games,0.04,0,0,0,0.05,,,,,,,undefined
Barnyard,GBA,2006,Action,THQ,0.03,0.01,0,0,0.05,56,8,,,Halfbrick Studios,E,undefined
Next Generation of Chaos,PS2,2002,Role-Playing,Idea Factory,0,0,0.05,0,0.05,,,,,,,undefined
GrimGrimoire,PS2,2007,Strategy,Tecmo Koei,0.01,0.01,0.03,0,0.05,79,39,7.9,17,Vanilla Ware,E10+,undefined
Katekyoo Hitman Reborn! DS: Bongole Shiki Taisen Battle Sugoroku,DS,2008,Misc,Takara Tomy,0,0,0.05,0,0.05,,,,,,,undefined
Rock of the Dead,PS3,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0.01,0.05,45,7,,,Epicenter Studios,T,undefined
TNA iMPACT: Cross the Line,DS,2010,Fighting,SouthPeak Games,0.04,0,0,0,0.05,,,,,Point of View,T,undefined
Deadliest Catch: Alaskan Storm,X360,2008,Sports,Navarre Corp,0.04,0,0,0,0.05,56,14,5.9,15,Liquid Dragon Studios,T,undefined
Golden Axe: The Duel,SAT,1994,Fighting,Sega,0,0,0.05,0,0.05,,,,,,,undefined
J-League '96 Dream Stadium,SNES,1996,Sports,Hudson Soft,0,0,0.05,0,0.05,,,,,,,undefined
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001,Fighting,Capcom,0,0,0.05,0,0.05,,,,,,,undefined
Crime Life: Gang Wars,XB,2005,Action,Konami Digital Entertainment,0.04,0.01,0,0,0.05,30,19,3.4,9,Hothouse Creations,M,undefined
Tokimeki Memorial: Girls Side 1st Love,DS,2007,Adventure,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Rugby 2005,XB,2005,Sports,Electronic Arts,0.04,0.01,0,0,0.05,75,20,7.7,11,HB Studios Multimedia,E,undefined
"Warhammer 40,000: Dawn of War",PC,2004,Strategy,THQ,0.01,0.03,0,0.01,0.05,86,51,8.8,295,Relic,M,undefined
Taito Legends,XB,2005,Misc,Empire Interactive,0.04,0.01,0,0,0.05,74,16,,,Empire Oxford,T,undefined
Rock 'N Roll Racing,GBA,2003,Racing,Activision,0.03,0.01,0,0,0.05,80,12,9.4,5,Mass Media,E,undefined
Reader Rabbit 2nd Grade,Wii,N/A,Misc,Unknown,0.04,0,0,0,0.05,,,,,Graffiti Entertainment,E,undefined
Silhouette Mirage,PS,1998,Platform,ESP,0.03,0.02,0,0,0.05,69,8,7.5,4,Treasure,E,undefined
Dynasty Warriors Vol. 2,PSP,2006,Action,Tecmo Koei,0.04,0,0,0,0.05,57,28,8.1,8,Omega Force,T,undefined
Freelancer,PC,2003,Simulation,Microsoft Game Studios,0.02,0.02,0,0.01,0.05,85,39,9,185,Digital Anvil,T,undefined
Treasure Report: Kikai Jikake no Isan,DS,2011,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Growlanser VI: Precarious World,PS2,2007,Role-Playing,Atlus,0,0,0.05,0,0.05,,,,,,,undefined
Block Kuzushi,SNES,1995,Puzzle,Pow,0,0,0.05,0,0.05,,,,,,,undefined
LEGO Indiana Jones 2: The Adventure Continues,PC,2009,Action,Activision,0.02,0.03,0,0.01,0.05,66,13,8,19,Traveller's Tales,E10+,undefined
American Bass Challenge,GBA,2001,Sports,Starfish,0.03,0.01,0,0,0.05,69,5,,,Starfish,E,undefined
American Chopper 2: Full Throttle,GC,2005,Racing,Activision,0.04,0.01,0,0,0.05,54,4,,,Creat Studios,T,undefined
Ultimate Ghosts 'n Goblins (JP sales),PSP,2006,Platform,Capcom,0,0,0.05,0,0.05,,,,,,,undefined
Rugby 06,PS2,2006,Sports,Electronic Arts,0.02,0.02,0,0.01,0.05,70,6,7.8,27,EA Canada,E,undefined
Fatal Frame II: Crimson Butterfly Director's Cut,XB,2004,Action,Microsoft Game Studios,0.04,0.01,0,0,0.05,84,37,8.3,16,Tecmo,M,undefined
2002 FIFA World Cup,GC,2002,Sports,Electronic Arts,0.04,0.01,0,0,0.05,78,9,7.7,6,EA Sports,E,undefined
The Lord of the Rings: The Battle for Middle-Earth II,X360,2006,Strategy,Electronic Arts,0,0.04,0,0,0.05,79,50,7.5,83,EA LA,T,undefined
LEGO The Hobbit,PC,2014,Action,Warner Bros. Interactive Entertainment,0,0.05,0,0,0.05,68,6,,,TT Games,E10+,undefined
Need for Speed Carbon,PC,2006,Racing,Electronic Arts,0,0.04,0,0.01,0.05,78,17,7.2,249,Black Box,E10+,undefined
Colin McRae Rally 2005,XB,2004,Racing,Codemasters,0.04,0.01,0,0,0.05,83,35,7.5,6,Codemasters,E,undefined
Venus & Braves: Majo to Megami to Horobi no Yogen,PSP,2011,Role-Playing,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Zoop,PS,1995,Puzzle,MediaQuest,0.03,0.02,0,0,0.05,,,,,,,undefined
Saiyuki: Journey West,PS,1999,Strategy,Tecmo Koei,0.03,0.02,0,0,0.05,73,9,7.1,9,Koei,E,undefined
Powerful Golf,DS,2011,Sports,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Rock Band Country Track Pack 2,X360,2011,Misc,MTV Games,0.04,0,0,0,0.05,,,,,Electronic Arts,E10+,undefined
Detective Conan: Marionette Symphony,3DS,2013,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Utawarerumono: Itsuwari no Kamen,PS3,2015,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,,undefined
American Chopper 2: Full Throttle,XB,2005,Racing,Zoo Digital Publishing,0.04,0.01,0,0,0.05,,,,,Creat Studios,T,undefined
Amnesia Crowd,PSP,2013,Misc,Idea Factory,0,0,0.05,0,0.05,,,,,,,undefined
Pachitte Chonmage Tatsujin 15: Pachinko Fuyu no Sonata 2,PS2,2008,Misc,Hackberry,0,0,0.05,0,0.05,,,,,,,undefined
Monster Hunter Frontier Online,PS3,N/A,Role-Playing,N/A,0,0,0.05,0,0.05,,,,,,,undefined
MTX Mototrax,PSP,2006,Racing,Activision,0.04,0,0,0,0.05,67,8,,,Left Field Productions,E,undefined
VR Soccer '96,PS,1996,Sports,Gremlin Interactive Ltd,0.03,0.02,0,0,0.05,,,,,,,undefined
Ribbit King,GC,2003,Sports,Atari,0.04,0.01,0,0,0.05,60,11,,,Bandai,E,undefined
Diabolik Lovers,PSP,2012,Adventure,Idea Factory,0,0,0.05,0,0.05,,,,,,,undefined
Shugo Chara! 3-tsu no Tamagoto Koisuru Joker,DS,2008,Action,Konami Digital Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Summoner: A Goddess Reborn,GC,2003,Role-Playing,THQ,0.04,0.01,0,0,0.05,72,19,,,Cranky Pants Games,T,undefined
Pirates vs Ninja Dodgeball,Wii,2009,Sports,SouthPeak Games,0.04,0,0,0,0.05,,,,,,,undefined
Secret Service,X360,2008,Action,Activision Value,0.04,0,0,0,0.05,,,5.5,8,Tigon,T,undefined
Noddy in Toyland,DS,2011,Misc,GSP,0,0.04,0,0,0.05,,,,,,,undefined
Empire Earth,PC,2001,Strategy,Vivendi Games,0,0.04,0,0.01,0.05,81,23,8.2,126,Stainless Steel Studios,T,undefined
Yu-Gi-Oh! World Championship 2007,DS,2007,Strategy,Konami Digital Entertainment,0,0.01,0.04,0,0.05,,,,,,,undefined
DuckTales: Remastered,PS3,2013,Action,Capcom,0.01,0.03,0,0.01,0.05,75,31,7.4,135,WayForward,E,undefined
E.X. Troopers,PS3,2012,Shooter,Capcom,0,0,0.05,0,0.05,,,,,,,undefined
Worms Reloaded,PC,2010,Strategy,Team17 Software,0,0.04,0,0.01,0.05,79,28,6.8,185,Team 17,E10+,undefined
Kiniro no Corda 2 Encore,PS2,2007,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05,,,,,,,undefined
M&M's Adventure,DS,2008,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05,,,,,,,undefined
ESPN Great Outdoor Games Bass 2002,GBA,2001,Sports,Konami Digital Entertainment,0.03,0.01,0,0,0.05,57,7,,,KCEO,E,undefined
Soul Eater: Plot of Medusa,DS,2008,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
StarCraft,PC,1998,Strategy,Activision,0,0.04,0,0.01,0.05,88,15,9.1,813,Blizzard Entertainment,T,undefined
Gaist Crusher,3DS,2013,Action,Capcom,0,0,0.05,0,0.05,,,,,,,undefined
World Championship Pool 2004,PS2,2004,Sports,Jaleco,0.02,0.02,0,0.01,0.05,60,4,6.7,6,Blade Interactive,E,undefined
Punch King,GBA,2002,Fighting,Acclaim Entertainment,0.03,0.01,0,0,0.05,58,10,,,Full-Fat,E,undefined
V-Rally 3,GBA,2002,Racing,Atari,0.03,0.01,0,0,0.05,82,7,,,Velez & Dubail,E,undefined
B-Boy,PSP,2006,Misc,Sony Computer Entertainment,0.04,0,0,0,0.05,50,11,7.8,6,FreeStyleGames,T,undefined
Kakuto Chojin,XB,2002,Fighting,Microsoft Game Studios,0.04,0.01,0,0,0.05,46,26,7.2,17,DreamFactory,T,undefined
Beyond Oasis,GEN,1993,Role-Playing,Sega,0,0,0.05,0,0.05,,,,,,,undefined
Robotech: Invasion,XB,2004,Shooter,Global Star,0.04,0.01,0,0,0.05,59,41,,,Vicious Cycle,T,undefined
Rain (2013),PS3,2013,Adventure,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Wii de Asobu Chibi-Robo!,Wii,2009,Adventure,Nintendo,0,0,0.05,0,0.05,,,,,,,undefined
Need for Speed Underground,PC,2003,Racing,Electronic Arts,0,0.04,0,0.01,0.05,82,24,8.3,307,Black Box,E,undefined
Jewel Quest Mysteries,DS,2009,Puzzle,Astragon,0.03,0.01,0,0,0.05,,,,,Activision,E,undefined
Tokyo Ghoul: Jail,PSV,2015,Racing,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
To Heart 2 DX Plus,PS3,2011,Adventure,Aqua Plus,0,0,0.05,0,0.05,,,,,,,undefined
Romance of the Three Kingdoms VI: Awakening of the Dragon,PS,1998,Strategy,Tecmo Koei,0.03,0.02,0,0,0.05,,,,,,,undefined
Star Driver: Kagayaki no Takuto - Ginga Bishounen Densetsu,PSP,2011,Adventure,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Frogger: Ancient Shadow,GC,2005,Platform,Konami Digital Entertainment,0.04,0.01,0,0,0.05,54,9,,,Hudson Soft,E,undefined
Naruto: Uzumaki Chronicles 2 (JP sales),PS2,2006,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Moon,DS,2009,Adventure,Mastiff,0.04,0,0,0,0.05,71,45,7.4,21,Renegade Kid,T,undefined
Snoopy vs the Red Baron,PSP,2006,Adventure,Namco Bandai Games,0.04,0,0,0,0.05,76,7,7.8,4,Smart Bomb Interactive,E10+,undefined
Pet Vet: Down Under,DS,2009,Simulation,Deep Silver,0.04,0,0,0,0.05,,,,,Braingame,E,undefined
Virtua Tennis 3,PSP,2007,Sports,Sega,0.02,0.02,0,0.01,0.05,79,17,7.7,13,Sumo Digital,E,undefined
Raze's Hell,XB,2005,Shooter,Majesco Entertainment,0.04,0.01,0,0,0.05,71,37,8.1,8,Artech Studios,M,undefined
Far Cry,PC,2004,Shooter,Ubisoft,0,0.04,0,0.01,0.05,89,72,8.1,724,Crytek,M,undefined
Gem Smashers,Wii,2011,Platform,Crave Entertainment,0.04,0,0,0,0.05,,,,,Frame Studios Interactive,E,undefined
Shin Megami Tensei NINE,XB,2002,Role-Playing,Atlus,0,0,0.05,0,0.05,,,,,,,undefined
Magic Carpet,PS,1995,Shooter,Electronic Arts,0.03,0.02,0,0,0.05,,,,,,,undefined
Adventure Time: Explore the Dungeon Because I Don't Know!,PS3,2013,Action,D3Publisher,0.02,0.01,0,0.01,0.05,,,,,,,undefined
Hoshigami: Ruining Blue Earth,PS,2001,Role-Playing,Max Five,0.03,0.02,0,0,0.05,62,9,8.7,26,Max Five,E,undefined
GunPey DS,DS,2006,Puzzle,Atari,0.04,0,0,0,0.05,70,24,,,Q Entertainment,E,undefined
Cabela's African Safari,PSP,2006,Sports,Activision Value,0.04,0,0,0,0.05,,,,,FUN Labs,T,undefined
Test Drive: Ferrari Legends,X360,2012,Racing,Atari,0.04,0,0,0,0.05,,,,,,,undefined
Sushi Go-Round,Wii,2010,Simulation,Asylum Entertainment,0.04,0,0,0,0.05,,,,,SouthPeak Games,E,undefined
NightCaster II: Equinox,XB,2002,Action,Jaleco,0.03,0.01,0,0,0.05,46,12,7,4,Jaleco Entertainment,T,undefined
Shin Hayarigami,PSV,2014,Adventure,Nippon Ichi Software,0,0,0.05,0,0.05,,,,,,,undefined
Chocobo to Mahou no Ehon: Majo to Shoujo to 5-Jin no Yuusha,DS,2008,Role-Playing,Square Enix,0,0,0.05,0,0.05,,,,,,,undefined
Arslan: The Warriors of Legend,PS3,2015,Action,Tecmo Koei,0,0,0.05,0,0.05,,,,,Omega Force,T,undefined
SD Gundam G Generation World,Wii,2011,Strategy,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Ship Simulator Extremes,PC,2010,Simulation,Paradox Interactive,0,0.04,0,0.01,0.05,49,5,6.2,27,VSTEP,E,undefined
Winter Sports 2011,PS3,2011,Sports,DTP Entertainment,0,0.04,0,0.01,0.05,,,,,DTP Entertainment,,undefined
Time Crisis: Project Titan,PS,2001,Shooter,Namco Bandai Games,0.03,0.02,0,0,0.05,71,13,6.7,6,Flying Tiger Development,T,undefined
Ore-Sama Kingdom: Koi no Manga mo Debut o Mokushise! Doki Doki Love Lesson,DS,2011,Action,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Crusader: No Remorse,PS,1996,Adventure,Electronic Arts,0.03,0.02,0,0,0.05,,,,,,,undefined
Billy the Wizard: Rocket Broomstick Racing,Wii,2007,Racing,Metro 3D,0.04,0,0,0,0.05,,,0.3,4,Data Design Interactive,E,undefined
Ys: The Ark of Napishtim,PSP,2006,Role-Playing,Konami Digital Entertainment,0.04,0,0,0,0.05,64,29,7.3,13,Konami Software Shanghai,E10+,undefined
Black & Bruised,GC,2003,Fighting,Vivendi Games,0.04,0.01,0,0,0.05,,,,,,,undefined
Winter Sports 3: The Great Tournament,Wii,2010,Sports,Tradewest,0.02,0.02,0,0,0.05,,,,,,,undefined
Pro Evolution Soccer 2017,XOne,2016,Sports,Konami Digital Entertainment,0.01,0.03,0,0,0.05,87,12,6.1,84,Konami,E,undefined
FIFA Soccer 10,PC,2009,Sports,Electronic Arts,0,0.04,0,0.01,0.05,72,14,3.8,59,EA Sports,E,undefined
Jewel Quest 5: The Sleepless Star,PC,2011,Action,Astragon,0.02,0.02,0,0.01,0.05,,,,,,,undefined
World Series of Poker: Tournament of Champions 2007 Edition,Wii,2006,Misc,Activision,0.04,0,0,0,0.05,,,,,,,undefined
Tom Clancy's Rainbow Six: Lockdown,GC,2005,Shooter,Ubisoft,0.04,0.01,0,0,0.05,72,8,7.8,5,"Red Storm Entertainment, Ubisoft Montreal",M,undefined
Yoru no Nai Kuni,PS3,2015,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05,,,,,,,undefined
Full Spectrum Warrior: Ten Hammers,XB,2006,Strategy,THQ,0.03,0.01,0,0,0.05,69,27,,,Pandemic Studios,M,undefined
Puyo Puyo Tetris,PSV,2014,Puzzle,Sega,0,0,0.05,0,0.05,,,,,,,undefined
The Sims,PC,2000,Simulation,Electronic Arts,0.01,0.03,0,0.01,0.05,92,38,7.9,451,Maxis,T,undefined
Turok: Dinosaur Hunter,N64,1997,Shooter,Acclaim Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
MiniCopter: Adventure Flight,Wii,2007,Simulation,505 Games,0.04,0,0,0,0.05,,,,,Sonic Powered,E,undefined
FIFA Manager 12,PC,2011,Sports,Electronic Arts,0,0.03,0,0.01,0.05,72,11,3.9,24,Bright Future GmbH,E,undefined
Balloon Pop,Wii,2007,Puzzle,505 Games,0.04,0,0,0,0.05,,,,,UFO Interactive,E,undefined
Gitaroo Man,PS2,2001,Misc,THQ,0.02,0.02,0,0.01,0.05,82,21,8.7,25,Koei/Inis,E,undefined
Taiko no Tatsujin Portable 2,PSP,2006,Misc,Namco Bandai Games,0,0,0.05,0,0.05,,,,,,,undefined
Super Bubble Pop,GC,2003,Puzzle,Jaleco,0.04,0.01,0,0,0.05,54,12,,,Runecraft,E,undefined
Apassionata: Die Galanacht der Pferde,DS,2009,Simulation,RTL,0,0.04,0,0.01,0.05,,,,,,,undefined
Battleship / Connect Four / Sorry! / Trouble,DS,2006,Puzzle,"Destination Software, Inc",0.04,0,0,0,0.05,,,,,,,undefined
Time Travelers,PSV,2012,Adventure,Level 5,0,0,0.05,0,0.05,,,,,,,undefined
Amnesia Later,PSP,2012,Misc,Idea Factory,0,0,0.05,0,0.05,,,,,,,undefined
World Championship Poker: Featuring Howard Lederer - All In,X360,2006,Misc,Oxygen Interactive,0.04,0,0,0,0.05,,,,,,,undefined
SpongeBob SquarePants: Plankton's Robotic Revenge,X360,2013,Shooter,Activision,0.04,0,0,0,0.05,,,6.1,13,Behaviour Interactive,E10+,undefined
Crazy Chicken: Atlantis Quest,DS,2007,Platform,Phenomedia,0.04,0,0,0,0.05,,,,,,,undefined
Shin Kamaitachi no Yoru: 11 Hitome no Suspect,PSV,2011,Adventure,ChunSoft,0,0,0.05,0,0.05,,,,,,,undefined
Intellivision Lives!,XB,2004,Misc,Crave Entertainment,0.03,0.01,0,0,0.05,,,,,,,undefined
Test Drive Le Mans,PS,1999,Racing,Infogrames,0.03,0.02,0,0,0.05,,,,,,,undefined
Counter Force,Wii,2007,Shooter,505 Games,0.04,0,0,0,0.05,,,,,Hyper-Devbox,E10+,undefined
Centipede: Infestation,3DS,2011,Shooter,Atari,0.04,0,0,0,0.05,,,,,WayForward,E10+,undefined
Cabela's Trophy Bucks,X360,2007,Sports,Activision Value,0.04,0,0,0,0.05,39,4,3,4,FUN Labs,T,undefined
XCOM 2,XOne,2016,Strategy,Take-Two Interactive,0.02,0.02,0,0,0.05,87,17,8.1,40,Firaxis Games,T,undefined
Yaiba: Ninja Gaiden Z,X360,2014,Action,Tecmo Koei,0.03,0.01,0,0,0.05,50,20,5.3,43,"Spark Unlimited, comcept",M,undefined
Hero Bank 2,3DS,2014,Role-Playing,Sega,0,0,0.05,0,0.05,,,,,,,undefined
Rock of the Dead,X360,2010,Shooter,Conspiracy Entertainment,0.04,0,0,0,0.05,48,7,4.8,4,Epicenter Studios,T,undefined
Monster Jam: Maximum Destruction,GC,2002,Racing,Ubisoft,0.04,0.01,0,0,0.05,,,,,,,undefined
Big Air Freestyle,GC,2002,Racing,Atari,0.04,0.01,0,0,0.05,56,12,,,Paradigm Entertainment,T,undefined
To Love-Ru Trouble Darkness: Battle Ecstasy,PSV,2014,Action,FuRyu,0,0,0.05,0,0.05,,,,,,,undefined
The Lost Treasures of Alexandria,DS,2011,Puzzle,Unknown,0,0.04,0,0.01,0.05,,,,,,,undefined
Rimo-Cocoron,PS2,2001,Action,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Mike Tyson Heavyweight Boxing,XB,2002,Sports,Codemasters,0.03,0.01,0,0,0.05,37,13,,,Atomic Planet Entertainment,T,undefined
Code Lyoko,DS,2007,Action,Game Factory,0.03,0.01,0,0,0.05,63,11,6.8,13,DC Studios,E10+,undefined
The Berenstain Bears and the Spooky Old Tree,GBA,2005,Platform,Namco Bandai Games,0.03,0.01,0,0,0.05,,,,,,,undefined
12-Sai. Koisuru Diary,3DS,2016,Adventure,Happinet,0,0,0.05,0,0.05,,,,,,,undefined
Pool Party,Wii,2007,Sports,SouthPeak Games,0.04,0,0,0,0.05,32,13,0.7,6,SouthPeak Games,E,undefined
Rapala Fishing Frenzy 2009,X360,2008,Sports,Activision,0.04,0,0,0,0.05,41,5,7.2,6,FUN Labs,E,undefined
Hakuouki: Bakumatsu Musou Roku,PSP,2012,Action,Idea Factory,0,0,0.05,0,0.05,,,,,,,undefined
Hiiro no Kakera DS,DS,2008,Adventure,Idea Factory,0,0,0.05,0,0.05,,,,,,,undefined
Company of Heroes,PC,2006,Strategy,THQ,0,0.04,0,0.01,0.05,93,55,8.8,1128,Relic,M,undefined
Arcana Famiglia: La storia della Aracana Famiglia,PSP,2011,Adventure,Comfort,0,0,0.05,0,0.05,,,,,,,undefined
Wonder World Amusement Park,Wii,2008,Misc,Majesco Entertainment,0.04,0,0,0,0.05,37,9,4.5,4,Coyote Console,E,undefined
Jonah Lomu Rugby Challenge,PC,2011,Sports,Home Entertainment Suppliers,0,0.04,0,0.01,0.05,,,,,,,undefined
Atelier Ayesha: The Alchemist of Dusk,PSV,2014,Role-Playing,Tecmo Koei,0,0,0.05,0,0.05,,,,,,,undefined
The Misadventures of Tron Bonne,PS,1999,Adventure,Eidos Interactive,0.03,0.02,0,0,0.05,,,,,,,undefined
Just Dance 2017,PS3,2016,Misc,Ubisoft,0.01,0.03,0,0.01,0.05,,,,,Ubisoft Paris,E10+,undefined
Ride 2,PS4,2016,Racing,Milestone S.r.l,0,0.04,0,0.01,0.05,71,19,8,12,Milestone S.r.l,E,undefined
Wing Island,Wii,2006,Simulation,Konami Digital Entertainment,0.03,0.01,0.01,0,0.05,47,32,4.9,8,CAProduction,E,undefined
Silent Hunter: Wolves of the Pacific,PC,2007,Simulation,Ubisoft,0,0.04,0,0.01,0.05,79,22,6.9,40,Ubisoft Romania,T,undefined
Brave Story: New Traveller (jp sales),PSP,2006,Role-Playing,Sony Computer Entertainment,0,0,0.05,0,0.05,,,,,,,undefined
Black Jack vs. Matsudajun,PS,2000,Misc,Pony Canyon,0.03,0.02,0,0,0.05,,,,,,,undefined
Clever Kids: Creepy Crawlies,DS,2009,Action,Midas Interactive Entertainment,0,0.04,0,0,0.05,,,,,,,undefined
Wrath Unleashed,XB,2004,Strategy,LucasArts,0.03,0.01,0,0,0.05,69,32,7,4,Double Helix Games,T,undefined
March of the Penguins,DS,2006,Adventure,Zoo Digital Publishing,0.04,0,0,0,0.05,34,8,1.7,6,SkyRiver Studios,E,undefined
